Mon Nov 29 15:34:23 2021    output.dat

         47845633 function calls (47038913 primitive calls) in 40.326 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      122    0.000    0.000    0.004    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axis.py:1548(set_label_text)
      183    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\io\formats\printing.py:68(<listcomp>)
       62    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\figure.py:299(get_children)
      124    0.000    0.000   11.809    0.095 D:\Programs\Conda\lib\tkinter\__init__.py:1879(__call__)
      122    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\io\formats\format.py:1244(__init__)
      549    0.000    0.000    0.002    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\internals\managers.py:884(__init__)
       88    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\__init__.py:574(__setitem__)
       61    0.000    0.000    0.010    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\generic.py:5630(dtypes)
      183    0.000    0.000    0.003    0.000 D:\Programs\Conda\lib\site-packages\pandas\io\formats\format.py:475(get_adjustment)
       61    0.000    0.000    0.022    0.000 D:\Programs\Conda\lib\site-packages\pandas\io\formats\format.py:1443(format_values_with)
      122    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\ticker.py:2283(view_limits)
      256    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\posixpath.py:60(isabs)
      123    0.000    0.000    0.000    0.000 {method 'deletecommand' of '_tkinter.tkapp' objects}
       61    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\gridspec.py:347(__init__)
      122    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\series.py:1205(_check_is_chained_assignment_possible)
       61    0.000    0.000    0.006    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\groupby\ops.py:599(cython_operation)
      124    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\backend_bases.py:3017(_wait_cursor_for_draw_cm)
       61    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axes\_base.py:2682(<listcomp>)
      122    0.000    0.000    0.005    0.000 D:\Programs\Conda\lib\site-packages\numpy\lib\arraysetops.py:612(isin)
     1635    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\artist.py:1279(mouseover)
      244    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\weakref.py:54(_cb)
     1647    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\indexes\numeric.py:296(_is_all_dates)
      183    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axes\_base.py:257(<listcomp>)
       61    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\seaborn\_core.py:618(get_semantics)
      660    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\io\formats\format.py:1832(just)
      138    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\warnings.py:165(simplefilter)
      843    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\series.py:870(axes)
       61    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\indexes\multi.py:761(_set_levels)
      782    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\pandas\io\formats\format.py:1823(<genexpr>)
      122    0.000    0.000    0.032    0.000 D:\Programs\Conda\lib\site-packages\pandas\io\formats\format.py:1270(get_result)
     1159    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\internals\blocks.py:238(mgr_locs)
      244    0.000    0.000    0.004    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\indexes\base.py:2382(inferred_type)
       61    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\tkinter\__init__.py:823(after_cancel)
       61    0.000    0.000    0.005    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\groupby\ops.py:467(_cython_op_ndim_compat)
     1028    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\sre_parse.py:160(__len__)
      122    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\internals\managers.py:1682(_can_hold_na)
       61    0.000    0.000    0.009    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\frame.py:5810(isna)
       61    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\figure.py:1368(add_gridspec)
       61    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\indexes\multi.py:1395(_set_names)
        8    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\pathlib.py:63(parse_parts)
       61    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\reshape\concat.py:402(<listcomp>)
       61    0.000    0.000    0.114    0.002 D:\Programs\Conda\lib\site-packages\pandas\core\sorting.py:263(indexer_from_factorized)
       61    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\dtypes\missing.py:259(_isna_string_dtype)
      608    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\sre_parse.py:286(tell)
       61    0.000    0.000    0.000    0.000 {built-in method _operator.eq}
       61    0.000    0.000    0.033    0.001 D:\Programs\Conda\lib\site-packages\pandas\core\generic.py:4121(drop)
      209    0.000    0.000    0.014    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\__init__.py:1394(has_metadata)
     28/1    0.000    0.000    0.324    0.324 <frozen importlib._bootstrap>:1002(_find_and_load)
       61    0.000    0.000    0.004    0.000 D:\Programs\Conda\lib\site-packages\pandas\io\formats\format.py:1424(format_with_na_rep)
      793    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\indexes\base.py:497(_ensure_array)
      122    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\numpy\lib\function_base.py:4616(append)
      183    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\internals\blocks.py:232(fill_value)
       61    0.000    0.000    0.011    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axes\_base.py:3370(set_xbound)
      366    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\cbook\__init__.py:1718(sanitize_sequence)
       61    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\indexes\base.py:1532(set_names)
      551    0.000    0.000    0.002    0.000 D:\Programs\Conda\lib\site-packages\numpy\core\_methods.py:56(_all)
      122    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\sorting.py:138(maybe_lift)
       61    0.000    0.000    0.010    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axes\_base.py:3714(set_ybound)
      122    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\dtypes\dtypes.py:1139(construct_from_string)
      122    0.000    0.000    0.003    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\internals\managers.py:990(iget_values)
      248    0.000    0.000    0.006    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\transforms.py:1548(get_matrix)
      171    0.000    0.000    0.071    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\__init__.py:3264(<genexpr>)
      305    0.000    0.000    0.000    0.000 {pandas._libs.algos.ensure_int64}
       62    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\backend_bases.py:1788(draw_event)
      244    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\generic.py:562(_get_block_manager_axis)
      122    0.000    0.000    0.009    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\generic.py:3634(xs)
       61    0.000    0.000    0.018    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\internals\construction.py:100(arrays_to_mgr)
       61    0.000    0.000    0.017    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\frame.py:4753(reindex)
     1273    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\scale.py:71(limit_range_for_scale)
       61    0.000    0.000    0.034    0.001 D:\Programs\Conda\lib\site-packages\pandas\core\reshape\concat.py:90(concat)
      198    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\__init__.py:2382(yield_lines)
       28    0.000    0.000    0.009    0.000 <frozen importlib._bootstrap>:901(_find_spec)
       61    0.000    0.000    5.491    0.090 D:\Programs\Conda\lib\site-packages\matplotlib\pyplot.py:1304(subplots)
      183    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\indexes\base.py:848(view)
     1635    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\artist.py:369(is_transform_set)
      400    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.BytesIO' objects}
      310    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\path.py:726(unit_rectangle)
       61    0.000    0.000    0.030    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\groupby\groupby.py:1631(mean)
      427    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\internals\blocks.py:208(external_values)
      244    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\indexes\base.py:800(__array__)
      252    0.000    0.000    0.024    0.000 D:\Programs\Conda\lib\site-packages\colorama\ansitowin32.py:40(write)
      122    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\dtypes\dtypes.py:897(construct_from_string)
      122    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\_pylab_helpers.py:34(get_fig_manager)
      366    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\dtypes\common.py:314(is_datetime64_dtype)
      122    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\io\formats\printing.py:196(as_escaped_string)
       61    0.000    0.000    0.002    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\groupby\ops.py:929(result_index)
       61    0.000    0.000    0.030    0.000 D:\Programs\Conda\lib\site-packages\seaborn\_core.py:674(<dictcomp>)
       61    0.000    0.000    0.003    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\dtypes\cast.py:1266(astype_array_safe)
  624/391    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\abc.py:100(__subclasscheck__)
      244    0.000    0.000    0.009    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\indexes\range.py:543(equals)
       61    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\internals\managers.py:1411(as_array)
     1550    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\base.py:308(ndim)
      122    0.000    0.000    0.005    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\frame.py:4489(_sanitize_column)
      122    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\pyplot.py:862(get_fignums)
      245    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\rcsetup.py:207(validate_axisbelow)
       61    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\indexes\base.py:6375(default_index)
       61    0.000    0.000    0.026    0.000 D:\Programs\Conda\lib\site-packages\pandas\io\formats\format.py:1517(_format_strings)
      183    0.000    0.000    0.004    0.000 D:\Programs\Conda\lib\site-packages\pandas\_config\config.py:418(__exit__)
      244    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\indexes\numeric.py:126(inferred_type)
       61    0.000    0.000    0.005    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\nanops.py:546(nansum)
      244    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\dtypes\cast.py:933(coerce_indexer_dtype)
      244    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\generic.py:1663(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method nt.mkdir}
      171    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\sre_compile.py:249(_compile_charset)
      183    0.000    0.000    0.037    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axes\_base.py:539(<listcomp>)
       61    0.000    0.000    0.002    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\nanops.py:1425(_maybe_null_out)
      122    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\indexes\multi.py:3839(_coerce_indexer_frozen)
       61    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\ops\array_ops.py:138(_na_arithmetic_op)
       61    0.000    0.000    0.024    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\indexing.py:945(_getbool_axis)
       61    0.000    0.000    0.004    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\internals\construction.py:560(_homogenize)
       61    0.000    0.000    0.002    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axes\_base.py:3637(set_ylabel)
      494    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\cbook\__init__.py:99(__init__)
      305    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\indexes\base.py:6444(unpack_nested_dtype)
      427    0.000    0.000    0.000    0.000 {method 'transpose' of 'numpy.ndarray' objects}
      122    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\dtypes\dtypes.py:205(_from_values_or_dtype)
       61    0.000    0.000    0.009    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\generic.py:4822(_reindex_axes)
       89    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\sre_parse.py:295(_class_escape)
      122    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\_pylab_helpers.py:123(set_active)
  244/122    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\transforms.py:2368(<lambda>)
      122    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\series.py:1216(_maybe_update_cacher)
     1342    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_iterator}
      345    0.000    0.000    0.004    0.000 D:\Programs\Conda\lib\ntpath.py:214(basename)
       61    0.000    0.000    0.013    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\frame.py:4623(_reindex_columns)
      122    0.000    0.000    0.002    0.000 D:\Programs\Conda\lib\site-packages\numpy\core\fromnumeric.py:2881(prod)
      122    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\numpy\core\fromnumeric.py:839(sort)
      122    0.000    0.000    0.005    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\frame.py:10768(_reindex_for_setitem)
       61    0.000    0.000    0.005    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\internals\blocks.py:572(astype)
       61    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\gridspec.py:33(__init__)
      310    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\figure.py:232(<genexpr>)
      496    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\sre_parse.py:111(__init__)
      369    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
      122    0.000    0.000    0.004    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\nanops.py:500(nanall)
     1150    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\logging\__init__.py:1677(isEnabledFor)
  112/108    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\pyparsing.py:372(__init__)
      391    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\generic.py:5466(<genexpr>)
       45    0.000    0.000    0.008    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\__init__.py:1401(get_metadata)
      301    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\tkinter\__init__.py:101(_cnfmerge)
      793    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\internals\managers.py:174(blklocs)
      936    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
       61    0.000    0.000    0.037    0.001 D:\Programs\Conda\lib\site-packages\pandas\core\groupby\generic.py:419(_wrap_applied_output)
       61    0.000    0.000    0.003    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\groupby\grouper.py:631(group_index)
       61    0.000    0.000    5.489    0.090 D:\Programs\Conda\lib\site-packages\matplotlib\figure.py:800(subplots)
      267    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:36(_relax_case)
       61    0.000    0.000    0.002    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\indexes\base.py:5924(delete)
       61    0.000    0.000    0.006    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\series.py:2916(_construct_result)
      171    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\__init__.py:652(__iter__)
      122    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\indexers.py:107(is_empty_indexer)
      856    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\numpy\core\multiarray.py:1043(copyto)
      122    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\dtypes\dtypes.py:738(construct_from_string)
       62    0.000    0.000   11.803    0.190 D:\Programs\Conda\lib\site-packages\matplotlib\backends\_backend_tk.py:238(idle_draw)
       61    0.000    0.000    0.058    0.001 D:\Programs\Conda\lib\site-packages\pandas\core\groupby\grouper.py:818(is_in_axis)
       62    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\numpy\core\_internal.py:249(__init__)
      305    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\util\_validators.py:213(validate_bool_kwarg)
       61    0.000    0.000    9.892    0.162 D:\Programs\Conda\lib\site-packages\matplotlib\pyplot.py:943(clf)
      183    0.000    0.000    0.003    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\frame.py:3410(_iter_column_arrays)
      183    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\internals\managers.py:592(copy_func)
       61    0.000    0.000    0.010    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\backend_bases.py:3327(update)
     1037    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\indexes\base.py:220(disallow_kwargs)
      122    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\_pylab_helpers.py:95(get_all_fig_managers)
     1269    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
      338    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\__init__.py:1926(__init__)
       61    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\seaborn\_core.py:1187(_add_axis_labels)
      366    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\_config\config.py:595(_get_registered_option)
      122    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\generic.py:3494(_maybe_update_cacher)
       61    0.000    0.000    0.002    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\groupby\grouper.py:831(is_in_obj)
       61    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axes\_base.py:3286(get_xlabel)
      488    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\dtypes\dtypes.py:491(validate_ordered)
      122    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\indexers.py:133(check_setitem_lengths)
      122    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\internals\blocks.py:2021(ensure_block_shape)
       61    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axes\_base.py:3402(get_xlim)
       61    0.000    0.000    0.030    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\groupby\generic.py:225(aggregate)
      122    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\pandas\io\formats\format.py:1838(<listcomp>)
      549    0.000    0.000    0.000    0.000 {pandas._libs.algos.ensure_object}
      254    0.000    0.000    0.005    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\__init__.py:1391(_get_metadata_path)
      183    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\indexes\base.py:1500(_get_names)
      244    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\pandas\io\formats\printing.py:63(justify)
      496    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axes\_base.py:1083(get_axes_locator)
        1    0.000    0.000    0.013    0.013 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\pyparsing.py:26(<module>)
      191    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\types.py:171(__get__)
      391    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\io\formats\format.py:1492(<genexpr>)
      122    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\internals\blocks.py:618(_can_hold_element)
      206    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:351(__init__)
      488    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\indexes\base.py:484(<genexpr>)
      122    0.000    0.000    0.002    0.000 <__array_function__ internals>:2(prod)
      305    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\nanops.py:86(<genexpr>)
       61    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\indexes\base.py:6351(trim_front)
       61    0.000    0.000    0.005    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\transforms.py:1375(contains_branch_seperately)
     1146    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\font_manager.py:1160(score_style)
       45    0.000    0.000    0.007    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\__init__.py:1608(_get)
       61    0.000    0.000    0.002    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\dtypes\cast.py:111(maybe_convert_platform)
       62    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
       82    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3719(__init__)
      122    0.000    0.000    0.000    0.000 {method 'repeat' of 'numpy.ndarray' objects}
       61    0.000    0.000    0.012    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\frame.py:6242(<listcomp>)
       61    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\indexes\multi.py:954(_set_codes)
      452    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\series.py:730(__len__)
      427    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\dtypes\common.py:388(is_timedelta64_dtype)
      244    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\gridspec.py:190(<listcomp>)
      990    0.000    0.000    0.000    0.000 {method 'ljust' of 'str' objects}
       47    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
     1008    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\packaging\version.py:490(<lambda>)
      122    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\sorting.py:510(ensure_key_mapped)
       27    0.000    0.000    0.023    0.001 D:\Programs\Conda\lib\sre_compile.py:759(compile)
      122    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\internals\blocks.py:177(_can_hold_na)
      248    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\figure.py:233(<lambda>)
       61    0.000    0.000    0.009    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\backends\backend_agg.py:295(clear)
       61    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\pandas\io\formats\format.py:1909(<listcomp>)
       61    0.000    0.000    0.010    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\ops\common.py:54(new_method)
       61    0.000    0.000    0.013    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\frame.py:4586(_reindex_axes)
      244    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\pandas\io\formats\format.py:429(justify)
       61    0.000    0.000    0.021    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\generic.py:3620(_take_with_is_copy)
      183    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\base.py:104(_reset_cache)
      122    0.000    0.000    0.006    0.000 <__array_function__ internals>:2(isin)
       61    0.000    0.000    0.004    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\transforms.py:1356(contains_branch)
       61    0.000    0.000    0.014    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\reshape\concat.py:547(_get_new_axes)
       61    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\groupby\ops.py:268(get_out_dtype)
      210    0.000    0.000    0.010    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\__init__.py:1596(_has)
       61    0.000    0.000    0.008    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\indexes\base.py:1178(format)
      165    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\tkinter\__init__.py:1873(__init__)
       44    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:301(cache_from_source)
      122    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\cbook\__init__.py:2155(discard)
       61    0.000    0.000    0.002    0.000 D:\Programs\Conda\lib\site-packages\pandas\io\formats\format.py:432(adjoin)
       84    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3390(__init__)
     1146    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\font_manager.py:1224(score_size)
      732    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\internals\managers.py:305(<dictcomp>)
       61    0.000    0.000    0.026    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\indexing.py:918(__getitem__)
      183    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\pandas\_config\config.py:413(<listcomp>)
      122    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\indexes\range.py:461(_view)
       61    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\legend.py:679(get_legend_handler)
      122    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\numpy\core\fromnumeric.py:999(argsort)
       61    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\util\_validators.py:253(validate_axis_style_args)
   131/65    0.000    0.000    0.003    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3363(copy)
      122    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\internals\managers.py:490(is_view)
       27    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\sre_compile.py:536(_compile_info)
      794    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_bool}
        1    0.000    0.000    0.321    0.321 D:\Programs\Conda\lib\site-packages\pkg_resources\__init__.py:1(<module>)
      635    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\internals\managers.py:245(items)
      122    0.000    0.000    0.003    0.000 <__array_function__ internals>:2(in1d)
