Mon Nov 29 15:34:23 2021    output.dat

         47845633 function calls (47038913 primitive calls) in 40.326 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      122    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\indexers.py:300(is_exact_shape_match)
       61    0.000    0.000    0.008    0.000 D:\Programs\Conda\lib\site-packages\pandas\io\formats\format.py:363(_get_formatted_index)
       61    0.000    0.000    0.004    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\series.py:1024(_get_values)
     1146    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\font_manager.py:756(get_size)
       61    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\common.py:89(consensus_name_attr)
        1    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\numpy\linalg\linalg.py:477(inv)
       61    0.000    0.000    0.010    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\groupby\grouper.py:639(_codes_and_uniques)
      237    0.000    0.000    0.024    0.000 D:\Programs\Conda\lib\re.py:250(compile)
      389    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.eval}
       61    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\indexes\base.py:1503(_set_names)
      122    0.000    0.000    0.008    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\internals\managers.py:354(setitem)
      124    0.000    0.000    0.010    0.000 D:\Programs\Conda\lib\tkinter\__init__.py:1648(__setitem__)
      183    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\indexes\multi.py:969(<genexpr>)
       62    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\figure.py:2342(get_axes)
      183    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\indexing.py:270(loc)
       48    0.000    0.000    0.015    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\__init__.py:2543(_version_from_file)
       61    0.000    0.000    0.004    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\base.py:969(unique)
       28    0.000    0.000    0.008    0.000 <frozen importlib._bootstrap_external>:1309(_get_spec)
      183    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\indexes\multi.py:781(<genexpr>)
       61    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\generic.py:4848(_needs_reindex_multi)
       61    0.000    0.000    0.066    0.001 D:\Programs\Conda\lib\site-packages\pandas\core\groupby\generic.py:217(apply)
      330    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\base.py:297(shape)
       61    0.000    0.000    0.007    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\groupby\ops.py:1302(sorted_data)
       61    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\groupby\ops.py:175(get_cython_func_and_vals)
       61    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\internals\managers.py:250(<listcomp>)
      305    0.000    0.000    0.005    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\indexes\base.py:5704(_maybe_cast_listlike_indexer)
      122    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\transforms.py:2362(_iter_break_from_left_to_right)
      366    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\seaborn\_core.py:41(__init__)
      244    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\indexes\base.py:6339(ensure_has_len)
      366    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axes\_base.py:331(<genexpr>)
       61    0.000    0.000    0.003    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\internals\managers.py:249(get_dtypes)
       40    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\cbook\__init__.py:590(__setitem__)
      122    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(bincount)
      123    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\threading.py:1318(current_thread)
      183    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\pandas\io\formats\format.py:423(__init__)
      488    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\missing.py:102(clean_fill_method)
       61    0.000    0.000    0.007    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\base.py:983(nunique)
      183    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\frame.py:3873(_clear_item_cache)
      732    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\nanops.py:191(_get_fill_value)
      122    0.000    0.000    0.007    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\generic.py:10225(all)
      122    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(where)
      330    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\seaborn\relational.py:390(bootstrapped_cis)
      305    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\indexes\numeric.py:176(_validate_dtype)
      183    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\generic.py:539(<dictcomp>)
       61    0.000    0.000    0.013    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\reshape\concat.py:549(<listcomp>)
      122    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(argsort)
      122    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\indexes\numeric.py:102(_can_hold_na)
       61    0.000    0.000    0.029    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\generic.py:10437(sum)
      496    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axes\_base.py:1416(get_aspect)
       61    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\series.py:511(_constructor_expanddim)
       61    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\io\formats\format.py:1350(__init__)
       61    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\indexes\range.py:179(_data)
      122    0.000    0.000    0.003    0.000 <__array_function__ internals>:2(extract)
      535    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
      180    0.000    0.000    0.008    0.000 <frozen importlib._bootstrap_external>:104(_path_isdir)
      244    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\algorithms.py:227(_ensure_arraylike)
       61    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\groupby\ops.py:673(__init__)
     1146    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\font_manager.py:1177(score_variant)
       26    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:486(_init_module_attrs)
       40    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:166(_get_module_lock)
      122    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\arrays\sparse\dtype.py:198(construct_from_string)
      122    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\internals\managers.py:485(any_extension_types)
     29/1    0.000    0.000    0.324    0.324 <frozen importlib._bootstrap>:659(_load_unlocked)
       61    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\legend.py:1142(_get_legend_handles_labels)
      122    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\internals\blocks.py:170(is_view)
       61    0.000    0.000    0.012    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\frame.py:10590(values)
     24/1    0.000    0.000   40.494   40.494 {built-in method builtins.exec}
      122    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\indexes\base.py:2094(is_integer)
       12    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2653(__init__)
      122    0.000    0.000    0.002    0.000 <__array_function__ internals>:2(vstack)
       10    0.000    0.000    0.000    0.000 c:\Users\Jaen\Documents\RU 20-21\SEM7\Thesis\snake-ai-pytorch-main\population.py:52(<listcomp>)
    61/11    0.000    0.000    0.003    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3288(leaveWhitespace)
      244    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\projections\__init__.py:19(get_projection_class)
      211    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\pkgutil.py:406(get_importer)
      244    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\gridspec.py:198(<listcomp>)
      122    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(sort)
      183    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\generic.py:550(_get_axis_name)
       61    0.000    0.000    0.023    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\groupby\generic.py:338(array_func)
       61    0.000    0.000    0.007    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\frame.py:9812(func)
      122    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\indexing.py:676(_ensure_listlike_indexer)
       61    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\pyplot.py:381(isinteractive)
      584    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
      194    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
       61    0.000    0.000    0.033    0.001 D:\Programs\Conda\lib\site-packages\pandas\core\frame.py:4774(drop)
       61    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\ops\missing.py:140(dispatch_fill_zeros)
       69    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2412(__init__)
      800    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\torch\serialization.py:202(__enter__)
      736    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\packaging\version.py:461(_parse_local_version)
      122    0.000    0.000    0.004    0.000 <__array_function__ internals>:2(insert)
       61    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\groupby\grouper.py:911(_convert_grouper)
      244    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\frame.py:780(axes)
     28/1    0.000    0.000    0.324    0.324 <frozen importlib._bootstrap>:967(_find_and_load_unlocked)
     1304    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\__init__.py:2092(__bool__)
       61    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\groupby\groupby.py:905(__getattr__)
       24    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\ntpath.py:450(normpath)
      244    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\text.py:1163(set_rotation)
      122    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\numpy\core\fromnumeric.py:94(take)
      330    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\indexes\api.py:289(<genexpr>)
      101    0.000    0.000    0.000    0.000 c:\Users\Jaen\Documents\RU 20-21\SEM7\Thesis\snake-ai-pytorch-main\stats.py:67(is_record)
       61    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.TextIOWrapper' objects}
      122    0.000    0.000    0.002    0.000 <__array_function__ internals>:2(moveaxis)
      244    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axes\_base.py:4036(set_navigate)
       61    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\lines.py:1394(get_solid_capstyle)
      122    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\indexing.py:2078(<listcomp>)
       61    0.000    0.000    0.005    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\nanops.py:395(new_func)
       61    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\groupby\ops.py:249(_get_output_shape)
      201    0.000    0.000    0.000    0.000 c:\Users\Jaen\Documents\RU 20-21\SEM7\Thesis\snake-ai-pytorch-main\stats.py:83(is_empty)
       62    0.000    0.000    0.002    0.000 D:\Programs\Conda\lib\tkinter\__init__.py:815(after_idle)
      122    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\generic.py:4003(_is_view)
      244    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axes\_base.py:4052(set_navigate_mode)
      122    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(atleast_2d)
       61    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\dtypes\cast.py:1219(astype_array)
       61    0.000    0.000    0.010    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\arraylike.py:30(__eq__)
      124    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\dtypes\missing.py:606(is_valid_na_for_dtype)
       61    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\internals\construction.py:445(<listcomp>)
      407    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3581(<genexpr>)
      244    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\gridspec.py:668(num2)
       27    0.000    0.000    0.016    0.001 D:\Programs\Conda\lib\sre_parse.py:937(parse)
      549    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\axes\_base.py:461(<genexpr>)
      122    0.000    0.000    0.000    0.000 {method 'sort' of 'numpy.ndarray' objects}
      366    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
       44    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:68(_path_split)
      122    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\dtypes\dtypes.py:300(construct_from_string)
      122    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\groupby\ops.py:841(levels)
       61    0.000    0.000    0.003    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\transforms.py:2126(__eq__)
      183    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\numpy\core\numerictypes.py:621(<listcomp>)
      122    0.000    0.000    0.002    0.000 <__array_function__ internals>:2(append)
       61    0.000    0.000    0.002    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\indexes\base.py:1643(rename)
      183    0.000    0.000    0.001    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\internals\managers.py:595(<listcomp>)
   131/65    0.000    0.000    0.002    0.000 D:\Programs\Conda\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3365(<listcomp>)
       56    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
       61    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\groupby\ops.py:1345(get_splitter)
      244    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\nanops.py:79(check)
      244    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\matplotlib\gridspec.py:679(get_gridspec)
      513    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\indexes\base.py:6365(<genexpr>)
       61    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\dtypes\cast.py:287(maybe_downcast_numeric)
      183    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\site-packages\pandas\core\internals\managers.py:918(<genexpr>)
      206    0.000    0.000    0.000    0.000 D:\Programs\Conda\lib\sre_compile.py:423(_simple)
